"","TaxonoriginalDN","Taxonsimplified_DN","name","Acceptedname_ALA","name2.x","Note.Gbif","Taxonresolution_ALA","Collector","UniqueID","Provenance","Latitudedegrees","Latitudeminutes","Latitudeseconds","Longitudedegrees","Longitudeminutes","Longitudeseconds","Row","Tree","StatusFeb2016","Drought2019","Drought2020","Recovery2019.2020","Regrowth","RegrowthLocation","RegrowthAge","Regrowthdieback","Timesincedeath.June2019.","Drought2006","MaturityMar2020","Maturity.at.June.2019","Yearplanted","original","name2.y","name3"
"221","Eucalyptus distuberosa subsp. aerata","Eucalyptus distuberosa subsp. aerata","eucalyptus distuberosa subsp. aerata","Eucalyptus distuberosa subsp. aerata","eucalyptus distuberosa subsp. aerata","","Subspecies","D.Nicolle",3653,"Bronzite Ridge 1, WA",32,11,28,121,18,6,221,13,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"Eucalyptus_distuberosa_subsp_aerata_10","eucalyptus_distuberosa_subsp._aerata","eucalyptus_distuberosa_subsp_aerata"
"222","Eucalyptus diversicolor","Eucalyptus diversicolor","eucalyptus diversicolor","Eucalyptus diversicolor","eucalyptus diversicolor","","Species ","D.Nicolle",1142,"Walpole, WA",34,49,1,116,41,7,76,20,"Alive","Severe","Severe","?","None evident","","","","","Severe","","",1995,"Eucalyptus_diversicolor_ANBG_7901541","eucalyptus_diversicolor","eucalyptus_diversicolor"
"223","Eucalyptus diversifolia subsp. diversifolia (subsp. megacarpa)","Eucalyptus diversifolia subsp. diversifolia","eucalyptus diversifolia subsp. diversifolia","Eucalyptus diversifolia subsp. diversifolia","eucalyptus diversifolia subsp. diversifolia","","Subspecies","D.Nicolle",1991,"Cape Nelson, Vic",38,24,31,141,32,39,152,17,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1998,"Eucalyptus_diversifolia_subsp_diversifolia_390","eucalyptus_diversifolia_subsp._diversifolia","eucalyptus_diversifolia_subsp_diversifolia"
"224","Eucalyptus dives?","Eucalyptus dives","eucalyptus dives","Eucalyptus dives","eucalyptus dives","","Species ","D.Nicolle",1760,"Moss Vale, NSW",34,30,20,150,20,37,137,34,"Dead","","","","","","","","","","","",1997,"Eucalyptus_dives_ANBG_7809979","eucalyptus_dives","eucalyptus_dives"
"225","Eucalyptus dolichocera","Eucalyptus dolichocera","eucalyptus dolichocera","Eucalyptus dolichocera","eucalyptus dolichocera","","Species ","D.Nicolle",273,"Mullewa, WA",28,42,4,115,5,42,27,5,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_dolichocera_710","eucalyptus_dolichocera","eucalyptus_dolichocera"
"226","Eucalyptus dolichorhyncha","Eucalyptus dolichorhyncha","eucalyptus dolichorhyncha","Eucalyptus dolichorhyncha","eucalyptus dolichorhyncha","","Species ","D.Nicolle",152,"Grass Patch, WA",33,9,34,121,26,47,43,10,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1994,"Eucalyptus_dolichorhyncha_192","eucalyptus_dolichorhyncha","eucalyptus_dolichorhyncha"
"227","Eucalyptus dumosa","Eucalyptus dumosa","eucalyptus dumosa","Eucalyptus dumosa","eucalyptus dumosa","","Species ","D.Nicolle",2558,"Renmark, SA",33,50,11,140,56,45,179,17,"Alive","None evident","None evident","?","","","","","","None evident","","",1999,"Eucalyptus_dumosa_329","eucalyptus_dumosa","eucalyptus_dumosa"
"228","Eucalyptus dundasii","Eucalyptus dundasii","eucalyptus dundasii","Eucalyptus dundasii","eucalyptus dundasii","","Species ","D.Nicolle",129,"Fraser Range, WA",32,1,30,122,46,26,11,14,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_dundasii_528","eucalyptus_dundasii","eucalyptus_dundasii"
"229","Eucalyptus dunnii","Eucalyptus dunnii","eucalyptus dunnii","Eucalyptus dunnii","eucalyptus dunnii","","Species ","D.Nicolle",1257,"Legume, NSW",28,23,28,152,18,28,94,31,"Alive","Dead","","","","","","","6 - 12 months","Severe","","",1996,"Eucalyptus_dunnii_691","eucalyptus_dunnii","eucalyptus_dunnii"
"230","Eucalyptus dura","Eucalyptus dura","eucalyptus dura","Eucalyptus dura","eucalyptus dura","","Species ","D.Nicolle",689,"Barakula State Forest, Qld",26,21,9,150,52,5,53,25,"Alive","None evident","None evident","?","","","","","","None evident","","",1994,"Eucalyptus_dura_775","eucalyptus_dura","eucalyptus_dura"
"231","Eucalyptus dwyeri","Eucalyptus dwyeri","eucalyptus dwyeri","Eucalyptus dwyeri","eucalyptus dwyeri","","Species ","D.Nicolle",1369,"Rocky Glen, NSW",31,0,NA,150,40,NA,90,6,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1996,"Eucalyptus_dwyeri_9406593","eucalyptus_dwyeri","eucalyptus_dwyeri"
"232","Eucalyptus ebbanoensis subsp. ebbanoensis","Eucalyptus ebbanoensis subsp. ebbanoensis","eucalyptus ebbanoensis subsp. ebbanoensis","Eucalyptus ebbanoensis subsp. ebbanoensis","eucalyptus ebbanoensis subsp. ebbanoensis","","Subspecies","D.Nicolle",293,"Wongan Hills, WA",30,49,49,116,38,21,10,24,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_ebbanoensis_subsp_ebbanoensis_ANBG_9806509","eucalyptus_ebbanoensis_subsp._ebbanoensis","eucalyptus_ebbanoensis_subsp_ebbanoensis"
"233","Eucalyptus educta","Eucalyptus educta","eucalyptus educta","Eucalyptus educta","eucalyptus educta","","Species ","D.Nicolle",1562,"Dromedaries Hill 1, WA",29,55,44,117,52,29,135,1,"Dead","","","","","","","","","","","",1997,"Eucalyptus_educta_CANB_461013","eucalyptus_educta","eucalyptus_educta"
"234","Eucalyptus effusa subsp. effusa","Eucalyptus effusa subsp. effusa","eucalyptus effusa subsp. effusa","Eucalyptus effusa subsp. effusa","eucalyptus effusa subsp. effusa","","Subspecies","D.Nicolle",127,"Fraser Range, WA",32,3,8,122,57,54,12,13,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_effusa_subsp_effusa_39","eucalyptus_effusa_subsp._effusa","eucalyptus_effusa_subsp_effusa"
"235","Eucalyptus elaeophloia","Eucalyptus elaeophloia","eucalyptus elaeophloia","Eucalyptus elaeophloia","eucalyptus elaeophloia","","Species ","D.Nicolle",586,"Nunniong Plateau 1, Vic",37,5,13,148,4,25,71,36,"Dead","","","","","","","","","Died in 2006","","",1995,"Eucalyptus_elaeophloia_372","eucalyptus_elaeophloia","eucalyptus_elaeophloia"
"236","Eucalyptus elata","Eucalyptus elata","eucalyptus elata","Eucalyptus elata","eucalyptus elata","","Species ","D.Nicolle",1742,"Club Terrace, Vic",37,24,33,148,54,5,146,16,"Alive","Severe","Severe","?","Extensive","Basal only","3 - 6 months","None evident","","Moderate","Flowered","Flowered",1997,"Eucalyptus_elata_ANBG_73059","eucalyptus_elata","eucalyptus_elata"
"237","Eucalyptus elata (E. ornans)","Eucalyptus elata","eucalyptus elata","Eucalyptus ornans","eucalyptus ornans","","Species ","D.Nicolle",6783,"Avon River, Vic",37,48,13,146,52,44,332,5,"Alive","None evident","None evident","?","","","","","","Not applicable","","",2015,"Eucalyptus_elata_ANBG_73059","eucalyptus_elata","eucalyptus_elata"
"238","Eucalyptus elliptica","Eucalyptus elliptica","eucalyptus elliptica","Eucalyptus elliptica","eucalyptus elliptica","","Species ","D.Nicolle",1367,"Bendemeer, NSW",30,38,NA,151,20,NA,92,5,"Dead","","","","","","","","","Died in 2006","","",1996,"Eucalyptus_elliptica_69616","eucalyptus_elliptica","eucalyptus_elliptica"
"239","Eucalyptus eremicola subsp. eremicola","Eucalyptus eremicola subsp. eremicola","eucalyptus eremicola subsp. eremicola","Eucalyptus eremicola subsp. eremicola","eucalyptus eremicola subsp. eremicola","","Subspecies","D.Nicolle",1500,"Maralinga, SA",29,51,26,131,14,44,86,24,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1996,"Eucalyptus_eremicola_subsp_eremicola_542","eucalyptus_eremicola_subsp._eremicola","eucalyptus_eremicola_subsp_eremicola"
"240","Eucalyptus eremophila","Eucalyptus eremophila","eucalyptus eremophila","Eucalyptus eremophila","eucalyptus eremophila","","Species ","D.Nicolle",345,"Zanthus, WA",31,1,59,123,30,42,16,28,"Dead","","","","","","","","","","","",1993,"Eucalyptus_eremophila_CANB_794301","eucalyptus_eremophila","eucalyptus_eremophila"
"241","Eucalyptus erythrocorys","Eucalyptus erythrocorys","eucalyptus erythrocorys","Eucalyptus erythrocorys","eucalyptus erythrocorys","","Species ","D.Nicolle",5570,"Murchison House Station, WA",27,27,13,114,8,21,319,19,"Alive","None evident","None evident","?","","","","","","Not applicable","Flowered","Flowered",2011,"Eucalyptus_erythrocorys","eucalyptus_erythrocorys","eucalyptus_erythrocorys"
"242","Eucalyptus erythronema subsp. erythronema","Eucalyptus erythronema subsp. erythronema","eucalyptus erythronema subsp. erythronema","Eucalyptus erythronema subsp. erythronema","eucalyptus erythronema subsp. erythronema","","Subspecies","D.Nicolle",3458,"Bodallin, WA",31,22,38,118,42,50,223,1,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"Eucalyptus_erythronema_subsp_erythronema_19","eucalyptus_erythronema_subsp._erythronema","eucalyptus_erythronema_subsp_erythronema"
"243","Eucalyptus eugenioides","Eucalyptus eugenioides","eucalyptus eugenioides","Eucalyptus eugenioides","eucalyptus eugenioides","","Species ","D.Nicolle",1235,"Curricabark, NSW",31,43,1,151,37,36,92,13,"Alive","Dead","","","","","","","3 - 6 months","None evident","","",1996,"Eucalyptus_eugenioides_578","eucalyptus_eugenioides","eucalyptus_eugenioides"
"244","Eucalyptus ewartiana","Eucalyptus ewartiana","eucalyptus ewartiana","Eucalyptus ewartiana","eucalyptus ewartiana","","Species ","D.Nicolle",2721,"Mt Dennis, WA",28,54,39,122,55,41,184,36,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2000,"Eucalyptus_ewartiana_463","eucalyptus_ewartiana","eucalyptus_ewartiana"
"245","Eucalyptus exigua","Eucalyptus exigua","eucalyptus exigua","Eucalyptus exigua","eucalyptus exigua","","Species ","D.Nicolle",322,"Forrestania, WA",32,31,31,119,45,57,24,9,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_exigua_55","eucalyptus_exigua","eucalyptus_exigua"
"246","Eucalyptus exilipes","Eucalyptus exilipes","eucalyptus exilipes","Eucalyptus exilipes","eucalyptus exilipes","","Species ","D.Nicolle",1289,"White Mountains, Qld",20,42,39,145,13,20,90,24,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1996,"Eucalyptus_exilipes_CANB_582959","eucalyptus_exilipes","eucalyptus_exilipes"
"247","Eucalyptus exilis","Eucalyptus exilis","eucalyptus exilis","Eucalyptus exilis","eucalyptus exilis","","Species ","D.Nicolle",263,"Warradarge, WA",30,3,58,115,18,11,26,8,"Dead","","","","","","","","","","","",1993,"Eucalyptus_exilis_ANBG_8004906","eucalyptus_exilis","eucalyptus_exilis"
"248","Eucalyptus extensa","Eucalyptus extensa","eucalyptus extensa","Eucalyptus extensa","eucalyptus extensa","","Species ","D.Nicolle",145,"Salmon Gums, WA",32,52,50,121,35,44,14,24,"Dead","","","","","","","","","","","",1993,"Eucalyptus_extensa_33","eucalyptus_extensa","eucalyptus_extensa"
"249","Eucalyptus extrica","Eucalyptus extrica","eucalyptus extrica","Eucalyptus extrica","eucalyptus extrica","","Species ","D.Nicolle",1092,"Cape Arid, WA",33,35,6,123,34,42,65,31,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1995,"Eucalyptus_extrica_CANB_632680","eucalyptus_extrica","eucalyptus_extrica"
"250","Eucalyptus falcata","Eucalyptus falcata","eucalyptus falcata","Eucalyptus falcata","eucalyptus falcata","","Species ","D.Nicolle",1113,"Newdegate, WA",33,5,33,119,24,59,69,19,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1995,"Eucalyptus_falcata_CANB_630597","eucalyptus_falcata","eucalyptus_falcata"
"251","Eucalyptus farinosa","Eucalyptus farinosa","eucalyptus farinosa","Eucalyptus farinosa","eucalyptus farinosa","","Species ","D.Nicolle",5136,"Lolworth Range, Qld",20,18,35,145,23,31,303,25,"Alive","None evident","None evident","?","","","","","","Not applicable","","",2010,"Eucalyptus_farinosa_CANB_738929","eucalyptus_farinosa","eucalyptus_farinosa"
"252","Eucalyptus fasciculosa","Eucalyptus fasciculosa","eucalyptus fasciculosa","Eucalyptus fasciculosa","eucalyptus fasciculosa","","Species ","D.Nicolle",1716,"Salt Creek, SA",36,16,54,139,43,55,137,19,"Alive","None evident","None evident","?","","","","","","Severe","","",1997,"Eucalyptus_fasciculosa_289","eucalyptus_fasciculosa","eucalyptus_fasciculosa"
"253","Eucalyptus fastigata","Eucalyptus fastigata","eucalyptus fastigata","Eucalyptus fastigata","eucalyptus fastigata","","Species ","D.Nicolle",596,"Badja, NSW",36,1,53,149,31,52,15,36,"Dead","","","","","","","","","","","",1994,"Eucalyptus_fastigata_8603812","eucalyptus_fastigata","eucalyptus_fastigata"
"254","Eucalyptus flindersii","Eucalyptus flindersii","eucalyptus flindersii","Eucalyptus flindersii","eucalyptus flindersii","","Species ","D.Nicolle",5230,"Pualco Hill, SA",32,58,15,139,37,57,303,1,"Alive","None evident","None evident","?","","","","","","Not applicable","Budded","",2010,"Eucalyptus_flindersii_AHT_E6","eucalyptus_flindersii","eucalyptus_flindersii"
"255","Eucalyptus flocktoniae subsp. flocktoniae","Eucalyptus flocktoniae subsp. flocktoniae","eucalyptus flocktoniae subsp. flocktoniae","Eucalyptus flocktoniae subsp. flocktoniae","eucalyptus flocktoniae subsp. flocktoniae","","Subspecies","D.Nicolle",1847,"Desmond, WA",33,37,55,120,8,53,139,16,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1997,"Eucalyptus_flocktoniae_subsp_flocktoniae_288","eucalyptus_flocktoniae_subsp._flocktoniae","eucalyptus_flocktoniae_subsp_flocktoniae"
"256","Eucalyptus foliosa","Eucalyptus foliosa","eucalyptus foliosa","Eucalyptus foliosa","eucalyptus foliosa","","Species ","D.Nicolle",161,"Scaddan, WA",33,28,56,121,42,26,16,33,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_foliosa_CANB_794339","eucalyptus_foliosa","eucalyptus_foliosa"
"257","Eucalyptus forrestiana","Eucalyptus forrestiana","eucalyptus forrestiana","Eucalyptus forrestiana","eucalyptus forrestiana","","Species ","D.Nicolle",160,"Scaddan, WA",33,24,32,121,53,39,43,25,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1994,"Eucalyptus_forrestiana_MC_11265","eucalyptus_forrestiana","eucalyptus_forrestiana"
"258","Eucalyptus fraseri subsp. fraseri","Eucalyptus fraseri subsp. fraseri","eucalyptus fraseri subsp. fraseri","Eucalyptus fraseri subsp. fraseri","eucalyptus fraseri subsp. fraseri","","Subspecies","D.Nicolle",116,"Balladonia, WA",32,17,1,123,28,56,13,1,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_fraseri_subsp_fraseri_36","eucalyptus_fraseri_subsp._fraseri","eucalyptus_fraseri_subsp_fraseri"
"259","Eucalyptus fraxinoides","Eucalyptus fraxinoides","eucalyptus fraxinoides","Eucalyptus fraxinoides","eucalyptus fraxinoides","","Species ","D.Nicolle",595,"Wadbilliga Trig, NSW",36,20,38,149,36,4,194,19,"Dead","","","","","","","","","","","",2000,"Eucalyptus_fraxinoides_751650","eucalyptus_fraxinoides","eucalyptus_fraxinoides"
"260","Eucalyptus frenchiana","Eucalyptus frenchiana","eucalyptus frenchiana","Eucalyptus frenchiana","eucalyptus frenchiana","","Species ","D.Nicolle",2286,"Lake Johnston, WA",32,3,12,120,45,8,178,1,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1999,"Eucalyptus_frenchiana_11","eucalyptus_frenchiana","eucalyptus_frenchiana"
"261","Eucalyptus froggattii","Eucalyptus froggattii","eucalyptus froggattii","Eucalyptus froggattii","eucalyptus froggattii","","Species ","D.Nicolle",2583,"Mitre, Vic",36,40,44,141,44,8,188,16,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2000,"Eucalyptus_froggattii_479","eucalyptus_froggattii","eucalyptus_froggattii"
"262","Eucalyptus fruticosa","Eucalyptus fruticosa","eucalyptus fruticosa","Eucalyptus fruticosa","eucalyptus fruticosa","","Species ","D.Nicolle",1177,"Lake Macleod, WA",24,3,7,113,28,16,62,5,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1995,"Eucalyptus_fruticosa_30","eucalyptus_fruticosa","eucalyptus_fruticosa"
"263","Eucalyptus fulgens","Eucalyptus fulgens","eucalyptus fulgens","Eucalyptus fulgens","eucalyptus fulgens","","Species ","D.Nicolle",1729,"Tynong, Vic",38,4,18,145,38,59,146,8,"Alive","Moderate","Moderate","?","Scattered","Secondary & tertiary branches","3 - 6 months","Moderate","","Moderate","Flowered","Flowered",1997,"Eucalyptus_fulgens_9707943","eucalyptus_fulgens","eucalyptus_fulgens"
"264","Eucalyptus fusiformis","Eucalyptus fusiformis","eucalyptus fusiformis","Eucalyptus fusiformis","eucalyptus fusiformis","","Species ","D.Nicolle",645,"Macksville, NSW",30,54,9,152,51,12,61,15,"Alive","Moderate","Slight","?","Extensive","Tertiary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",1994,"Eucalyptus_fusiformis_8604718","eucalyptus_fusiformis","eucalyptus_fusiformis"
"265","Eucalyptus gamophylla","Eucalyptus gamophylla","eucalyptus gamophylla","Eucalyptus gamophylla","eucalyptus gamophylla","","Species ","D.Nicolle",2678,"Warburton, WA",26,58,36,126,20,42,182,15,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2000,"Eucalyptus_gamophylla_MC_10612","eucalyptus_gamophylla","eucalyptus_gamophylla"
"266","Eucalyptus gardneri subsp. gardneri","Eucalyptus gardneri subsp. gardneri","eucalyptus gardneri subsp. gardneri","Eucalyptus gardneri subsp. gardneri","eucalyptus gardneri subsp. gardneri","","Subspecies","D.Nicolle",295,"Cadoux, WA",30,46,35,117,10,4,26,2,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_gardneri_subsp_gardneri_593","eucalyptus_gardneri_subsp._gardneri","eucalyptus_gardneri_subsp_gardneri"
"267","Eucalyptus georgei subsp. georgei","Eucalyptus georgei subsp. georgei","eucalyptus georgei subsp. georgei","Eucalyptus georgei subsp. georgei","eucalyptus georgei subsp. georgei","","Subspecies","D.Nicolle",325,"Mt Day, WA",32,13,16,120,29,55,16,14,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_georgei_subsp_georgei_323","eucalyptus_georgei_subsp._georgei","eucalyptus_georgei_subsp_georgei"
"268","Eucalyptus gigantangion","Eucalyptus gigantangion","eucalyptus gigantangion","Eucalyptus gigantangion","eucalyptus gigantangion","","Species ","D.Nicolle",2483,"Twin Falls, NT",13,19,NA,132,47,NA,170,34,"Dead","","","","","","","","","","","",1999,"Eucalyptus_gigantangion_CANB_454615","eucalyptus_gigantangion","eucalyptus_gigantangion"
"269","Eucalyptus gillenii","Eucalyptus gillenii","eucalyptus gillenii","Eucalyptus gillenii","eucalyptus gillenii","","Species ","D.Nicolle",1209,"Mt Gillen, WA",23,43,30,133,51,26,73,1,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1995,"Eucalyptus_gillenii_720","eucalyptus_gillenii","eucalyptus_gillenii"
